url,更新頻度,title,description,provider,providerType,field,format,audience,purpose,scale,level,txn,priceNum,access,topics,year_since
https://www.oist.jp/ja/research/podcast,手動,OISTポッドキャスト,沖縄科学技術大学院大学が配信する音声番組。沖縄全島で生物多様性をモニタリングする研究など、現場のスタッフや研究者がプロジェクトへの思いを語る内容を届ける。,沖縄科学技術大学院大学（OIST）,大学・研究機関,生きもの・生命科学,動画・オンライン講座,高校生|大学生・院生|社会人,知識習得|興味喚起,1人,中級,無料,0,,生物多様性|研究|沖縄|音声番組,2020
https://biome.co.jp/,週次,いきものコレクションアプリ Biome（バイオーム）,写真から生き物の名前をAIが判定する市民参加型アプリ。図鑑やクエストで自然観察を楽しみながら、集まったデータが生物多様性の保全や研究に役立つ。,株式会社バイオーム,EdTech,生きもの・生命科学,アプリ,全年齢,興味喚起|探究・自由研究|態度・行動変容,1人,入門,無料,0,オンライン参加可,生物多様性|市民科学|AI|自然観察,2019
https://kmnh-tomonokai.org/,月次,いのちのたび博物館 自然史友の会,いのちのたび博物館を拠点に観察会や講座を行う会員組織、両生爬虫類や植物などの野外観察や標本づくりを体験できる。,いのちのたび博物館自然史友の会,NPO・団体,生きもの・生命科学,フィールドワーク,全年齢,興味喚起|探究・自由研究,少人数（2〜10）,初級,予約（日時指定）,,,自然観察|昆虫|植物|市民科学,
https://www.sakanakun.com/,月次,さかなクン,東京海洋大学名誉博士。魚や海の生態を全国の講演やテレビ・著作で楽しく伝える海洋のサイエンスコミュニケーター。環境保全の啓発大使も務める。,株式会社アナン・インターナショナル,個人コミュニケーター,生きもの・生命科学,講演・トークイベント,小学生|中学生|全年齢,興味喚起|態度・行動変容,大規模（50+）,入門,要見積もり,,,魚|海洋|環境|生物多様性,2006
https://aquaguide.co.jp/aquarium/,手動,アクアガイド 移動水族館,環境調査会社アクアガイドが運営する移動水族館です。海の生き物を保育園やイベント会場に運び、見て触れて学べるふれあいプログラムを提供する自然教育事業。,株式会社アクアガイド,企業・メーカー,生きもの・生命科学,展示・施設イベント,未就学児|小学生|全年齢,興味喚起|知識習得,中規模（10〜50）,入門,要見積もり,,,移動水族館|海の生き物|ふれあい|自然教育,
https://www.aquamarine.or.jp/education/,月次,アクアマリンふくしま 教育活動,福島県いわき市の水族館による教育活動です。移動水族館トラック「アクアラバン」の学校派遣や職員による出前授業など、海洋生物と自然環境を学ぶ体験を提供する。,公益財団法人ふくしま海洋科学館,科学館・博物館,生きもの・生命科学,出張授業,小学生|中学生,知識習得|興味喚起,中規模（10〜50）,入門,予約（日時指定）,,,水族館|海洋生物|移動水族館|環境,2000
https://www.kikkoman.com/jp/shokuiku/activity/,手動,キッコーマン しょうゆ塾,社員が小学校を訪問ししょうゆの作り方や発酵の仕組み、食事をおいしく食べる工夫を伝える出前授業、オンラインにも対応する。,キッコーマン株式会社,企業・メーカー,生きもの・生命科学,出張授業,小学生,知識習得|態度・行動変容,中規模（10〜50）,入門,無料,0,オンライン参加可,発酵|しょうゆ|食育|微生物,
https://core-box.com/content2.html,手動,コアボックス 骨格標本・動物レプリカ,剥製や頭骨・全身骨格標本、動物レプリカを扱う専門会社、教育や研究、展示向けに精密な標本を提供する。,株式会社コアボックスインターナショナル,企業・メーカー,生きもの・生命科学,模型・立体教具,大学生・院生|社会人,知識習得,1人,専門,購入（買い切り）,,,骨格標本|レプリカ|動物|展示,
https://humanbody.jp/zoology/,手動,ヒューマンボディ 動物骨格標本・解剖模型,生物学や獣医学の教育向けに動物の骨格標本や解剖模型を販売するシリーズ、生物の構造を立体的に理解できる。,ヒューマンボディ,企業・メーカー,生きもの・生命科学,模型・立体教具,大学生・院生|社会人,知識習得,1人,専門,購入（買い切り）,,,骨格標本|解剖模型|動物|生物学,
https://www.kyoto-aquarium.com/aqua-academy/,月次,京都水族館 アクアアカデミー,京都水族館の教育プログラムです。館内での体験学習に加え、飼育スタッフが小学校を訪ねてオオサンショウウオや河川環境について解説する出張授業を行っている。,オリックス水族館株式会社,科学館・博物館,生きもの・生命科学,出張授業,未就学児|小学生,知識習得|興味喚起,中規模（10〜50）,入門,予約（日時指定）,,,水族館|生き物|オオサンショウウオ|環境,2012
https://www.kmnh.jp/,月次,北九州市立自然史・歴史博物館（いのちのたび博物館）,地球誕生から現在までの自然と生命の歴史を約8000点の標本や恐竜骨格で紹介する西日本最大級の自然史・歴史博物館。,北九州市,科学館・博物館,生きもの・生命科学,展示・施設イベント,全年齢,知識習得|興味喚起,大規模（50+）,入門,予約（日時指定）,600,車椅子対応,自然史|恐竜|標本|進化,2002
https://tokuyama-zoo.jp/school.html,年次,周南市徳山動物園 学校向けプログラム,山口県周南市の動物園が行う学校向けプログラム。飼育員による出張授業や園内授業、モルモットの飼育体験のほか、リモート授業や教材用動画の配信にも対応している。,周南市,自治体・公的機関,生きもの・生命科学,出張授業,小学生,知識習得|興味喚起,中規模（10〜50）,入門,予約（日時指定）,,オンライン参加可,動物園|飼育体験|出張授業|リモート授業,
https://www.tokyo-zoo.net/zoo/tama/school_program/index.html,年次,多摩動物公園 学校向けプログラム,動物解説員が用意した観察シートや貸出教材を使い、動物をじっくり観察する学校向けの学習プログラム。昆虫とふれあう体験学習やキャリア教育支援プログラムも受け付けている。,公益財団法人東京動物園協会,科学館・博物館,生きもの・生命科学,展示・施設イベント,小学生|中学生|高校生,知識習得|興味喚起|進路・キャリア,中規模（10〜50）,入門,予約（日時指定）,,,動物観察|昆虫|貸出教材|動物園,
https://www.jsbba.or.jp/science_edu/sci_cafe/,年次,日本農芸化学会 サイエンスカフェ,日本農芸化学会が2006年から続ける対話型イベントです。食糧や環境、健康、バイオテクノロジーなどをテーマに、専門家と市民がカフェのような雰囲気で気軽に語り合う。,公益社団法人日本農芸化学会,NPO・団体,生きもの・生命科学,講演・トークイベント,高校生|大学生・院生|社会人,知識習得|興味喚起,中規模（10〜50）,入門,無料,0,,サイエンスカフェ|農芸化学|対話|食と環境,2006
https://wildbirdkitaq.wixsite.com/website,月次,日本野鳥の会 北九州支部 探鳥会,北九州市と近郊で毎月各地の探鳥会を開催する自然保護団体、曽根干潟などで野鳥観察を初心者にも丁寧に案内する。,日本野鳥の会 北九州支部,NPO・団体,生きもの・生命科学,フィールドワーク,全年齢,興味喚起|知識習得,中規模（10〜50）,入門,予約（日時指定）,,,野鳥|バードウォッチング|干潟|自然保護,
https://wbsj-chikugo.org/,月次,日本野鳥の会 筑後支部 探鳥会,筑後地区を活動エリアに年30数回の探鳥会や調査を行う自然保護団体、自然と野鳥にふれあう観察会を実施する。,日本野鳥の会 筑後支部,NPO・団体,生きもの・生命科学,フィールドワーク,全年齢,興味喚起|知識習得,中規模（10〜50）,入門,予約（日時指定）,,,野鳥|バードウォッチング|自然観察|自然保護,2001
https://churaumi.okinawa/ba/education/programtaiken/,年次,沖縄美ら海水族館 教育普及プログラム,沖縄の水族館が学校や医療機関、福祉施設向けに提供する普及啓発プログラム。バックヤード見学や生きもの観察、飼育員へのインタビュー学習などを一部を除き無料で行う。,一般財団法人沖縄美ら島財団,科学館・博物館,生きもの・生命科学,展示・施設イベント,小学生|中学生|高校生,知識習得|興味喚起,中規模（10〜50）,入門,予約（日時指定）,,車椅子対応,水族館|海洋生物|バックヤード|沖縄,2007
https://mushinosato.jp/,月次,虫の里・福島奥久慈昆虫館,福島県の里山の古民家を活用した昆虫館、標本展示や自然のなかでの昆虫採集を通じて五感で自然科学を学べる。,虫の里・福島奥久慈昆虫館,NPO・団体,生きもの・生命科学,展示・施設イベント,全年齢,興味喚起|探究・自由研究,少人数（2〜10）,入門,予約（日時指定）,,,昆虫|里山|自然観察|標本,
http://www.ammonite-center.jp/,月次,いわき市アンモナイトセンター,約8900万年前の地層が広がる発掘現場に建つ博物館、アンモナイトなどの化石を自分の手で掘り出す体験発掘ができる。,いわき市,科学館・博物館,地球・自然・防災,フィールドワーク,小学生|中学生|全年齢,興味喚起|探究・自由研究,中規模（10〜50）,入門,予約（日時指定）,,,化石|発掘|アンモナイト|地層,
https://www.sekitankasekikan.or.jp/,月次,いわき市石炭・化石館ほるる,常磐炭田の採掘の歴史とフタバスズキリュウなどの化石を展示する施設、模擬坑道や化石標本づくり体験も楽しめる。,いわき市,科学館・博物館,地球・自然・防災,展示・施設イベント,全年齢,知識習得|興味喚起,中規模（10〜50）,入門,予約（日時指定）,,車椅子対応,化石|石炭|恐竜|地質,
https://n-kishou.com/gakuen/yohoushi/,月次,お天気学園 気象予報士講座,気象情報会社が運営する気象予報士試験の対策講座。ライブ講座や総合学習コースを設け、試験の解説動画や無料セミナーも公開して気象の専門知識を学べるようにしている。,日本気象株式会社,EdTech,地球・自然・防災,動画・オンライン講座,大学生・院生|社会人,スキル習得|リスキリング|進路・キャリア,1人,中級,購入（買い切り）,,オンライン参加可,気象予報士|資格|講座|天気,2000
https://atrescue.jp/view/item/000000000005,手動,ものすごい防災セット,防災士が監修した非常用持ち出しセット。背負う・転がすの二通りで運べるキャリータイプのリュックに、避難生活で必要になる用品をまとめて収めている。,株式会社LA・PITA,企業・メーカー,地球・自然・防災,防災グッズ,社会人|全年齢,態度・行動変容,1人,入門,購入（買い切り）,,,防災|避難|非常持ち出し|防災士,2011
https://www.irisohyama.co.jp/emergency-supplies/emergency-kit/,月次,アイリスオーヤマ 防災リュック・防災セット,東日本大震災を経験した同社の防災士が監修した非常用持ち出しセット。食品から衛生用品まで避難生活に必要な品をまとめ、日常の部屋に置けるデザインにしている。,アイリスオーヤマ株式会社,企業・メーカー,地球・自然・防災,防災グッズ,全年齢,態度・行動変容|知識習得,1人,入門,購入（買い切り）,,,防災|非常持ち出し|備蓄|防災士,2016
https://www.tsunami.irides.tohoku.ac.jp/jp/member/imamura/,手動,今村文彦（津波工学）,東北大学災害科学国際研究所の教授で津波工学の第一人者、市民向けの防災・減災の講演やアウトリーチを行う。,今村文彦（東北大学）,研究者・専門家,地球・自然・防災,講演・トークイベント,高校生|社会人|全年齢,知識習得|態度・行動変容,大規模（50+）,中級,要見積もり,,,津波|防災|減災|講演,
https://tenki-minami.co.jp/,月次,南気象予報士事務所,気象予報士が所属する事務所で、テレビやラジオでの気象解説に加え、防災や温暖化、熱中症をテーマにした市民向け講演や学校への出前授業を行っている。,株式会社南気象予報士事務所,研究者・専門家,地球・自然・防災,講演・トークイベント,小学生|中学生|高校生|社会人,知識習得|態度・行動変容,中規模（10〜50）,入門,要見積もり,,,気象|防災|温暖化|出前授業,2007
https://blue-terra.jp/,手動,渡辺教具製作所 地球儀・天球儀,1937年創業の地球儀メーカーで、行政図や地勢図の地球儀のほか、衛星画像地球儀、月球儀、火星儀、星座早見盤を製造する。正確な情報にこだわった学習用教具を提供する。,株式会社渡辺教具製作所,企業・メーカー,地球・自然・防災,模型・立体教具,小学生|中学生|高校生|社会人,知識習得|興味喚起,1人,入門,購入（買い切り）,,,地球儀|月球儀|星座早見盤|地図,1937
https://nerv.app/,日次,特務機関NERV防災アプリ,気象庁の防災気象情報を国内最速級で配信するスマホアプリ。地震・津波・噴火・大雨などを現在地に合わせ通知。見やすいUDデザインで無料提供。,ゲヒルン株式会社,企業・メーカー,地球・自然・防災,アプリ,全年齢,態度・行動変容|知識習得,1人,入門,フリーミアム,0,色覚バリアフリー|オンライン参加可,防災|地震|気象|通知,2019
https://www.data.jma.go.jp/akita/information/delivery/demae/demae.html,年次,秋田地方気象台 出前講座,秋田地方気象台の職員が学校や市民団体などに出向いて行う講座。気象や防災、天気予報の仕組みをテーマに無料で実施し、土日は気象予報士会が対応する場合もある。,気象庁 秋田地方気象台,自治体・公的機関,地球・自然・防災,出張授業,小学生|中学生|高校生|社会人,知識習得|態度・行動変容,中規模（10〜50）,入門,無料,0,,気象|防災|出前講座|秋田,2010
https://www.nilim.go.jp/lab/bcg/kids/cardgame/index.html,手動,防災カードゲーム「このつぎなにがおきるかな？」,国土技術政策総合研究所が公開する防災カードゲームです。地震や津波などで起こる危険な状況を四枚のカードで表し、備えや行動を子どもたちが学べる無料教材。,国土交通省国土技術政策総合研究所,自治体・公的機関,地球・自然・防災,ボードゲーム・カード,未就学児|小学生,知識習得|態度・行動変容,少人数（2〜10）,入門,無料,0,,防災|地震|津波|カードゲーム,
https://plus-arts.net/goodsshop/,手動,防災カードゲーム「なまずの学校」,NPO法人プラス・アーツが開発した紙芝居形式の防災カードゲームです。災害時のトラブルに役立つ道具を考えて出し合い、遊びながら地震などへの備えを学べる教材。,NPO法人プラス・アーツ,NPO・団体,地球・自然・防災,ボードゲーム・カード,小学生|中学生,知識習得|態度・行動変容,少人数（2〜10）,入門,購入（買い切り）,,,防災|地震|カードゲーム|備え,
https://www.city.kobe.lg.jp/a10878/bosai/shobo/bousai/directroad.html,手動,防災ゲーム「ダイレクトロード」,神戸市が無料公開するカード型の防災訓練教材です。参加者が協力しながら災害対応に必要な行動や考え方を学べ、進行役の専門知識がなくても実施できるのが特徴。,神戸市,自治体・公的機関,地球・自然・防災,ボードゲーム・カード,中学生|高校生|社会人,知識習得|スキル習得|態度・行動変容,少人数（2〜10）,初級,無料,0,,防災|災害対応|研修|カードゲーム,
https://www.bousai.metro.tokyo.lg.jp/1028036/1028197/index.html,年次,防災ブック「東京防災」,東京都が全世帯に配布する防災ブック。地震など災害への備えと初動を、イラスト豊富に解説。やさしい日本語・多言語版やアプリ・PDFも無料公開。,東京都,自治体・公的機関,地球・自然・防災,書籍・図鑑,全年齢,態度・行動変容|知識習得,1人,入門,無料,0,やさしい日本語,防災|地震|災害|備蓄,2015
https://www.bousai.metro.tokyo.lg.jp/1028036/index.html,年次,防災ブック「東京防災」・「東京くらし防災」,東京都が発行する防災ブック。地震や風水害への備えと発災時の行動をイラストで解説し、デジタルブックやPDF、電子書籍として無料で読める。英語や中国語などの多言語版もある。,東京都,自治体・公的機関,地球・自然・防災,電子書籍,全年齢,知識習得|態度・行動変容,1人,入門,無料,0,,防災|地震|風水害|備蓄,
https://www.pro-bousai.jp/,週次,防災プロの地震対策ショップ,防災士が監修した避難セットや非常持出袋を専門に扱う通販サイト。キッズ用やシニア用、ペット用など対象別のセットをそろえ、備えの考え方も併せて発信している。,株式会社防災ダイレクト,企業・メーカー,地球・自然・防災,防災グッズ,全年齢,態度・行動変容,1人,入門,購入（買い切り）,,,防災|地震対策|非常持出袋|備え,2008
https://www.miraikan.jst.go.jp/resources/provision/sdgs/,手動,SDGsワークショップ「気候変動から世界を守れ！」,日本科学未来館が提供する学校向けワークショップ教材です。参加者が各国のリーダーとなり気候変動から自国を守る選択を議論し、国際協力と対話の重要性を学ぶ。,日本科学未来館,科学館・博物館,環境・気候・エネルギー,ワークショップ,小学生|中学生,知識習得|態度・行動変容,中規模（10〜50）,初級,無料,0,,気候変動|SDGs|対話|ワークショップ,
https://www.nies.go.jp/event/ippankokai.html,年次,国立環境研究所一般公開,環境研究の国立研究機関が毎年実施する公開イベント。研究施設の紹介や環境ミニ講座、体験型の催しを通じて、地球温暖化や生物多様性などの研究成果を一般の来場者に伝えている。,国立環境研究所,大学・研究機関,環境・気候・エネルギー,展示・施設イベント,全年齢,知識習得|興味喚起,大規模（50+）,入門,無料,0,,環境研究|地球温暖化|一般公開|研究所,
https://kikonet.org/activities/local/education,月次,気候ネットワーク こども向け温暖化防止教育,環境NPO気候ネットワークによる子ども向け環境教育です。エコキャンプや実験ワークショップを通じ、地球温暖化やエネルギーの仕組みを楽しく学ぶ活動を各地で展開する。,特定非営利活動法人気候ネットワーク,NPO・団体,環境・気候・エネルギー,ワークショップ,小学生|中学生,知識習得|態度・行動変容,中規模（10〜50）,入門,要見積もり,,,気候変動|地球温暖化|環境教育|エネルギー,1998
https://policies.env.go.jp/policy/eco/lib/,月次,環境学習STATION 環境教育教材・参考資料一覧,環境省が運営する環境教育の教材ポータル。学校や地域、企業で使える教材や参考資料を分野や対象別に検索でき、脱炭素や自然環境、ESDに関する資料を無料でまとめて探せる。,環境省,自治体・公的機関,環境・気候・エネルギー,教材セット,小学生|中学生|高校生|社会人,知識習得|態度・行動変容,中規模（10〜50）,入門,無料,0,,環境教育|ESD|教材|脱炭素,
https://www.pref.fukui.lg.jp/doc/kankyou/ee/kikouhendou-kyouiku-program.html,手動,福井県気候変動教育プログラム事業,福井県が提供する学校向けの気候変動教育プログラムです。ミステリー形式のワークショップと課題解決型ワークショップの二種で構成され、指導者用資料を無料で配布する。,福井県,自治体・公的機関,環境・気候・エネルギー,教材セット,小学生|中学生|高校生,知識習得|探究・自由研究,中規模（10〜50）,初級,無料,0,,気候変動|環境教育|ワークショップ|福井県,
https://sciencegenki.com/,週次,GENKI LABO（ゲンキラボ）,科学の面白さを実験で伝えるサイエンスアーティスト市岡元気による発信拠点。液体窒素や巨大実験などの動画をYouTubeで公開し、全国でサイエンスライブや実験教室も開催している。,株式会社GENKI LABO,クリエイター・YouTuber,物理・化学・材料,動画・オンライン講座,全年齢,興味喚起|エンタメ|知識習得,1人,入門,無料,0,,科学実験|サイエンスショー|動画|化学,2019
https://www.youtube.com/channel/UC46u5qG6vqDdrNYgqRVvq3Q,週次,GENKI LABO（市岡元気）,サイエンスアーティスト市岡元気が派手な化学・物理実験を紹介するYouTubeチャンネル、科学の面白さを実験動画で伝える。,市岡元気,クリエイター・YouTuber,物理・化学・材料,動画・オンライン講座,小学生|中学生|全年齢,興味喚起|エンタメ,1人,入門,無料,0,オンライン参加可,科学実験|化学|物理|動画,2019
https://sciencetime.co.jp/,手動,かず先生のサイエンスショー（九州サイエンスラボ）,福岡出身のかず先生が全国のイベントで行う出張サイエンスショーと科学ワークショップ、迫力ある実験で科学の楽しさを伝える。,九州サイエンスラボ株式会社,個人コミュニケーター,物理・化学・材料,サイエンスショー,未就学児|小学生|全年齢,興味喚起|エンタメ,大規模（50+）,入門,要見積もり,,,サイエンスショー|科学実験|出張|ワークショップ,
https://www.tanqfamily.com/atommonsters,手動,アトモン（アトムモンスターズ）,原子と分子をモンスターに見立てたバトルカードゲーム。カードには化学式や原子番号、構造式が記され、神経衰弱に近いルールで遊びながら化学の基礎に親しめる。拡張パックも複数ある。,tanQ株式会社,企業・メーカー,物理・化学・材料,ボードゲーム・カード,未就学児|小学生|中学生,知識習得|興味喚起|エンタメ,少人数（2〜10）,入門,購入（買い切り）,,,化学|原子|分子|カードゲーム,2019
http://www.artec-app.jp/,手動,アーテックデジタル教材,教材メーカーが公開する理科向けのデジタル教材サイト。実験に役立つHTML5のアプリやシミュレーション、ワークシートを配信し、非営利の教育目的なら自由に利用できる。,株式会社アーテック,企業・メーカー,物理・化学・材料,アプリ,小学生|中学生,知識習得,中規模（10〜50）,入門,無料,0,,デジタル教材|理科|シミュレーション|授業,2016
https://www.edupark-fukuyama.jp/science-show/,手動,エデュパーク福山 出張サイエンスショー,広島県福山市を拠点に理科実験の体験施設を運営する事業者による出張サイエンスショー。主催者と事前に打ち合わせて企画書をつくり、対象や会場に合わせた実演を届ける。,株式会社グランシップ,企業・メーカー,物理・化学・材料,サイエンスショー,未就学児|小学生,興味喚起|エンタメ,中規模（10〜50）,入門,要見積もり,,,理科実験|出張|サイエンスショー|福山,
https://sc-link.net/shutyou_q_a/,手動,サイエンスリンク 出張サイエンスショー,学生を中心とするサイエンスリンクの出張サイエンスショーです。巨大空気砲を用いた光と空気のショーや工作教室を各地のイベントや学校で実演している。,サイエンスリンク,NPO・団体,物理・化学・材料,サイエンスショー,未就学児|小学生,興味喚起|エンタメ,中規模（10〜50）,入門,要見積もり,50000,,サイエンスショー|工作教室|空気砲|学生団体,
https://www.3bs.jp/molecule/,手動,スリービーサイエンティフィック 分子模型,有機・無機化学やDNA・RNAの構造を組み立てて学ぶ分子模型キット、原子の立体配置を直感的に理解できる。,スリービーサイエンティフィック,企業・メーカー,物理・化学・材料,模型・立体教具,高校生|大学生・院生,知識習得,1人,中級,購入（買い切り）,,,分子模型|化学|DNA|立体教具,
https://www.feel-physics.jp/,手動,フィール・フィジックス,理科のICT教材を開発する事業者。MRやVRを使って磁力など目に見えない現象を可視化する学習アプリを提供し、学校での実証授業や教員研修もあわせて実施している。,フィール・フィジックス,EdTech,物理・化学・材料,VR/AR,中学生|高校生,知識習得|探究・自由研究,中規模（10〜50）,中級,要見積もり,,,理科ICT|MR|物理教育|実証授業,2015
https://fujikawarakuza.co.jp/donbura/show,手動,体験館どんぶら 出張サイエンスショー,道の駅富士川楽座の体験施設のスタッフが各地に出向いて行う科学ショー。目の錯覚や段ボール空気砲などの実験を、会場の広さや人数・予算に合わせた複数のプランで実演する。,富士川楽座,企業・メーカー,物理・化学・材料,サイエンスショー,未就学児|小学生|全年齢,興味喚起|エンタメ,中規模（10〜50）,入門,要見積もり,,,空気砲|錯覚|出張|静岡,
